old_path,new_path,artifact_type,model,task,training_mode,data_split,date,seed,sha256,status,notes
apps/desktop/models/2026-07-08_emg2pose_1_gesture_classifier.pt,artifacts/legacy-unclassified/root-files/2026-07-08_emg2pose_1_gesture_classifier.pt,pytorch-model,unknown-model,gesture-classification,standard,unknown-split,2026-07-08,unknown,6f2744e51f9b49aad950e85fed361b6f7527a7e6e839d5df5c14676cd8259233,legacy-unclassified,date derived from filesystem modification time; needs review; name/configuration is insufficient for formal naming
apps/desktop/models/best_gesture_classifier.pt,artifacts/legacy-unclassified/root-files/best_gesture_classifier.pt,pytorch-model,unknown-model,gesture-classification,standard,unknown-split,2026-07-08,unknown,227487bd7fb91e757f58aada6589f70d8ea697d8e3bcf3f1bdb99837a5a15c15,legacy-unclassified,date derived from filesystem modification time; needs review; name/configuration is insufficient for formal naming
apps/desktop/models/best_pretrained_lr_sweep_gesture_classifier(2).pt,artifacts/legacy-unclassified/root-files/best_pretrained_lr_sweep_gesture_classifier(2).pt,pytorch-model,unknown-model,gesture-classification,standard,unknown-split,2026-07-09,unknown,424d3ed151d21a5716959ee2bbc8c1487b4f27933714e766f9968c996a42cdc7,legacy-unclassified,date derived from filesystem modification time; needs review; name/configuration is insufficient for formal naming
apps/desktop/models/debug_trial_split/confusion_matrix.csv,artifacts/legacy-unclassified/debug_trial_split/confusion_matrix.csv,csv-artifact,unknown-model,gesture-classification,standard,trial-split,2026-07-08,42,3717651b28382a63f72827272581ad9fc5085c28b1beeb42d532f67323ad0ed8,temporary-review,date derived from filesystem modification time; needs review; temporary-looking name; retain until validation review
apps/desktop/models/debug_trial_split/gesture_classifier.pt,artifacts/legacy-unclassified/debug_trial_split/gesture_classifier.pt,pytorch-model,unknown-model,gesture-classification,standard,trial-split,2026-07-08,42,1e51c4cbf2c2510d30552c9d23d3347466a2ebe3078af4f19b22ea32c3336c89,temporary-review,date derived from filesystem modification time; needs review; temporary-looking name; retain until validation review
apps/desktop/models/debug_trial_split/gesture_classifier.ts,artifacts/legacy-unclassified/debug_trial_split/gesture_classifier.ts,torchscript-model,unknown-model,gesture-classification,standard,trial-split,2026-07-08,42,ad62bb0f6b37404e57cc2192f690a3ca493ff932ebb9028384a7764be0fb3a36,temporary-review,date derived from filesystem modification time; needs review; temporary-looking name; retain until validation review
apps/desktop/models/debug_trial_split/gesture_labels.json,artifacts/legacy-unclassified/debug_trial_split/gesture_labels.json,json-metadata,unknown-model,gesture-classification,standard,trial-split,2026-07-08,42,eff5e7e5e1995d20839cc4d8aa09b79e2fa0ec3e8e8fc3c199c2c7b9fa70e681,temporary-review,date derived from filesystem modification time; needs review; temporary-looking name; retain until validation review
apps/desktop/models/debug_trial_split/model_info.json,artifacts/legacy-unclassified/debug_trial_split/model_info.json,json-metadata,unknown-model,gesture-classification,standard,trial-split,2026-07-08,42,06c15603eda0ac2f0fe8ef8b745abb953428bb5c77d890d5662c4324259345a8,temporary-review,date derived from filesystem modification time; needs review; temporary-looking name; retain until validation review
apps/desktop/models/debug_trial_split/normalization.json,artifacts/legacy-unclassified/debug_trial_split/normalization.json,json-metadata,unknown-model,gesture-classification,standard,trial-split,2026-07-08,42,15ac8c9158c1e361df568b91b97fac498c0fa524758fd9cb73ddae0ee718aa48,temporary-review,date derived from filesystem modification time; needs review; temporary-looking name; retain until validation review
apps/desktop/models/debug_trial_split/train_report.json,artifacts/legacy-unclassified/debug_trial_split/train_report.json,json-report,unknown-model,gesture-classification,standard,trial-split,2026-07-08,42,40382a058d5cb40a37c02be626d14ac3553417453aaba19ee26ad2a276cd3290,temporary-review,date derived from filesystem modification time; needs review; temporary-looking name; retain until validation review
apps/desktop/models/effie_cross_session_cv_v2_continue/cv_report.json,artifacts/models/effie/cross-session-cv/finetune-all/2026-07-09__seed-unknown/cv_report.json,json-report,effie,gesture-classification,finetune-all,cross-session-cv,2026-07-09,unknown,664bcd058cc0a50b1dd96ba21b8108b9f0527b698b024ddfb23c83b42a6bffe2,classified-proposed,date derived from filesystem modification time; needs review
apps/desktop/models/effie_cross_session_cv_v2_continue/fold_session_001/confusion_matrix.csv,artifacts/models/effie/cross-session-cv/finetune-all/2026-07-09__seed-unknown/fold_session_001/confusion_matrix.csv,csv-artifact,effie,gesture-classification,finetune-all,cross-session-cv,2026-07-09,unknown,a02e7b25c296224f6006757456f3e64f2c8d2e04aafecdcb5db737e329613e36,classified-proposed,date derived from filesystem modification time; needs review
apps/desktop/models/effie_cross_session_cv_v2_continue/fold_session_001/gesture_classifier.pt,artifacts/models/effie/cross-session-cv/finetune-all/2026-07-09__seed-unknown/fold_session_001/gesture_classifier.pt,pytorch-model,effie,gesture-classification,finetune-all,cross-session-cv,2026-07-09,unknown,c15eea978ad127244e4e1adf5c50bc94eddedd78b369fe69de7e71be0a7941fe,classified-proposed,date derived from filesystem modification time; needs review
apps/desktop/models/effie_cross_session_cv_v2_continue/fold_session_001/gesture_classifier.ts,artifacts/models/effie/cross-session-cv/finetune-all/2026-07-09__seed-unknown/fold_session_001/gesture_classifier.ts,torchscript-model,effie,gesture-classification,finetune-all,cross-session-cv,2026-07-09,unknown,657e64a9319f78ab9b367e9de8a8416b8530f4b12e267a1a3209c7a4493b9c67,classified-proposed,date derived from filesystem modification time; needs review
apps/desktop/models/effie_cross_session_cv_v2_continue/fold_session_001/gesture_labels.json,artifacts/models/effie/cross-session-cv/finetune-all/2026-07-09__seed-unknown/fold_session_001/gesture_labels.json,json-metadata,effie,gesture-classification,finetune-all,cross-session-cv,2026-07-09,unknown,eff5e7e5e1995d20839cc4d8aa09b79e2fa0ec3e8e8fc3c199c2c7b9fa70e681,classified-proposed,date derived from filesystem modification time; needs review
apps/desktop/models/effie_cross_session_cv_v2_continue/fold_session_001/model_info.json,artifacts/models/effie/cross-session-cv/finetune-all/2026-07-09__seed-unknown/fold_session_001/model_info.json,json-metadata,effie,gesture-classification,finetune-all,cross-session-cv,2026-07-09,unknown,537a038903cf95448fef7eb5d5759f87edffead14fb9856d021ee47b7a1eae4a,classified-proposed,date derived from filesystem modification time; needs review
apps/desktop/models/effie_cross_session_cv_v2_continue/fold_session_001/normalization.json,artifacts/models/effie/cross-session-cv/finetune-all/2026-07-09__seed-unknown/fold_session_001/normalization.json,json-metadata,effie,gesture-classification,finetune-all,cross-session-cv,2026-07-09,unknown,b6b945c5ba1644e378638b7b78e4f0e24c152587c2829fb8f947909293e826cf,classified-proposed,date derived from filesystem modification time; needs review
apps/desktop/models/effie_cross_session_cv_v2_continue/fold_session_001/train_report.json,artifacts/models/effie/cross-session-cv/finetune-all/2026-07-09__seed-unknown/fold_session_001/train_report.json,json-report,effie,gesture-classification,finetune-all,cross-session-cv,2026-07-09,unknown,282b520dc99a0d9dd901573bff8530947fa25f2d4327c412b55a4da2ed74b803,classified-proposed,date derived from filesystem modification time; needs review
apps/desktop/models/effie_cross_session_cv_v2_continue/fold_session_002/confusion_matrix.csv,artifacts/models/effie/cross-session-cv/finetune-all/2026-07-09__seed-unknown/fold_session_002/confusion_matrix.csv,csv-artifact,effie,gesture-classification,finetune-all,cross-session-cv,2026-07-09,unknown,3238019ba5aaaed9ce49ba86f8d56fd861457be16b555f86f81e4d58699a21bc,classified-proposed,date derived from filesystem modification time; needs review
apps/desktop/models/effie_cross_session_cv_v2_continue/fold_session_002/gesture_classifier.pt,artifacts/models/effie/cross-session-cv/finetune-all/2026-07-09__seed-unknown/fold_session_002/gesture_classifier.pt,pytorch-model,effie,gesture-classification,finetune-all,cross-session-cv,2026-07-09,unknown,5530e587e054b5b2dcaf27126d0c3937f59db9999394e0075962c4a14fc251d8,classified-proposed,date derived from filesystem modification time; needs review
apps/desktop/models/effie_cross_session_cv_v2_continue/fold_session_002/gesture_classifier.ts,artifacts/models/effie/cross-session-cv/finetune-all/2026-07-09__seed-unknown/fold_session_002/gesture_classifier.ts,torchscript-model,effie,gesture-classification,finetune-all,cross-session-cv,2026-07-09,unknown,69420c4234821e195b8ae1e5ea5d63b96958b03f04c1ae8b857fa2b492eb1b21,classified-proposed,date derived from filesystem modification time; needs review
apps/desktop/models/effie_cross_session_cv_v2_continue/fold_session_002/gesture_labels.json,artifacts/models/effie/cross-session-cv/finetune-all/2026-07-09__seed-unknown/fold_session_002/gesture_labels.json,json-metadata,effie,gesture-classification,finetune-all,cross-session-cv,2026-07-09,unknown,eff5e7e5e1995d20839cc4d8aa09b79e2fa0ec3e8e8fc3c199c2c7b9fa70e681,classified-proposed,date derived from filesystem modification time; needs review
apps/desktop/models/effie_cross_session_cv_v2_continue/fold_session_002/model_info.json,artifacts/models/effie/cross-session-cv/finetune-all/2026-07-09__seed-unknown/fold_session_002/model_info.json,json-metadata,effie,gesture-classification,finetune-all,cross-session-cv,2026-07-09,unknown,537a038903cf95448fef7eb5d5759f87edffead14fb9856d021ee47b7a1eae4a,classified-proposed,date derived from filesystem modification time; needs review
apps/desktop/models/effie_cross_session_cv_v2_continue/fold_session_002/normalization.json,artifacts/models/effie/cross-session-cv/finetune-all/2026-07-09__seed-unknown/fold_session_002/normalization.json,json-metadata,effie,gesture-classification,finetune-all,cross-session-cv,2026-07-09,unknown,e21220f57618ab954faccb0a58d402774f317a2220efd358b20bdb9573f88783,classified-proposed,date derived from filesystem modification time; needs review
apps/desktop/models/effie_cross_session_cv_v2_continue/fold_session_002/train_report.json,artifacts/models/effie/cross-session-cv/finetune-all/2026-07-09__seed-unknown/fold_session_002/train_report.json,json-report,effie,gesture-classification,finetune-all,cross-session-cv,2026-07-09,unknown,ce0699688208a43d6a477151cc6e00b882de52048d5495868d01f1e39a629094,classified-proposed,date derived from filesystem modification time; needs review
apps/desktop/models/effie_cross_session_cv_v2_continue/fold_session_003/confusion_matrix.csv,artifacts/models/effie/cross-session-cv/finetune-all/2026-07-09__seed-unknown/fold_session_003/confusion_matrix.csv,csv-artifact,effie,gesture-classification,finetune-all,cross-session-cv,2026-07-09,unknown,8529a5dadb772bdb6d35c8c3f9c22bd8159cb3f6f576d18158ec245941695378,classified-proposed,date derived from filesystem modification time; needs review
apps/desktop/models/effie_cross_session_cv_v2_continue/fold_session_003/gesture_classifier.pt,artifacts/models/effie/cross-session-cv/finetune-all/2026-07-09__seed-unknown/fold_session_003/gesture_classifier.pt,pytorch-model,effie,gesture-classification,finetune-all,cross-session-cv,2026-07-09,unknown,00e72b3991e8cb7bebbaccd01f49c9d87caad7ff20d44d1d7d376a44ab20e080,classified-proposed,date derived from filesystem modification time; needs review
apps/desktop/models/effie_cross_session_cv_v2_continue/fold_session_003/gesture_classifier.ts,artifacts/models/effie/cross-session-cv/finetune-all/2026-07-09__seed-unknown/fold_session_003/gesture_classifier.ts,torchscript-model,effie,gesture-classification,finetune-all,cross-session-cv,2026-07-09,unknown,1896209a014e2b6b1b5ba9bb0ed908a413145872d3a35234b920d471fda22956,classified-proposed,date derived from filesystem modification time; needs review
apps/desktop/models/effie_cross_session_cv_v2_continue/fold_session_003/gesture_labels.json,artifacts/models/effie/cross-session-cv/finetune-all/2026-07-09__seed-unknown/fold_session_003/gesture_labels.json,json-metadata,effie,gesture-classification,finetune-all,cross-session-cv,2026-07-09,unknown,eff5e7e5e1995d20839cc4d8aa09b79e2fa0ec3e8e8fc3c199c2c7b9fa70e681,classified-proposed,date derived from filesystem modification time; needs review
apps/desktop/models/effie_cross_session_cv_v2_continue/fold_session_003/model_info.json,artifacts/models/effie/cross-session-cv/finetune-all/2026-07-09__seed-unknown/fold_session_003/model_info.json,json-metadata,effie,gesture-classification,finetune-all,cross-session-cv,2026-07-09,unknown,537a038903cf95448fef7eb5d5759f87edffead14fb9856d021ee47b7a1eae4a,classified-proposed,date derived from filesystem modification time; needs review
apps/desktop/models/effie_cross_session_cv_v2_continue/fold_session_003/normalization.json,artifacts/models/effie/cross-session-cv/finetune-all/2026-07-09__seed-unknown/fold_session_003/normalization.json,json-metadata,effie,gesture-classification,finetune-all,cross-session-cv,2026-07-09,unknown,4dda5831a8dc0e2093f389c07b8d074d19b650ffe0e188dffbbed4f26ece0c72,classified-proposed,date derived from filesystem modification time; needs review
apps/desktop/models/effie_cross_session_cv_v2_continue/fold_session_003/train_report.json,artifacts/models/effie/cross-session-cv/finetune-all/2026-07-09__seed-unknown/fold_session_003/train_report.json,json-report,effie,gesture-classification,finetune-all,cross-session-cv,2026-07-09,unknown,568be1991e926f6acf6ac78d9b8256cfe6483cbdf50d7ba20d7b4de7efd182ea,classified-proposed,date derived from filesystem modification time; needs review
apps/desktop/models/effie_cross_session_cv_v2_continue/fold_session_004/confusion_matrix.csv,artifacts/models/effie/cross-session-cv/finetune-all/2026-07-09__seed-unknown/fold_session_004/confusion_matrix.csv,csv-artifact,effie,gesture-classification,finetune-all,cross-session-cv,2026-07-09,unknown,e1da1b118c11fc13041f2085f4d1e5173b3ba7261e6fbc5384c43bd336c4e83b,classified-proposed,date derived from filesystem modification time; needs review
apps/desktop/models/effie_cross_session_cv_v2_continue/fold_session_004/gesture_classifier.pt,artifacts/models/effie/cross-session-cv/finetune-all/2026-07-09__seed-unknown/fold_session_004/gesture_classifier.pt,pytorch-model,effie,gesture-classification,finetune-all,cross-session-cv,2026-07-09,unknown,28a29ab8c126c0a50514bccfb5f7796796e4c877d82d47203ecdd0213bf348af,classified-proposed,date derived from filesystem modification time; needs review
apps/desktop/models/effie_cross_session_cv_v2_continue/fold_session_004/gesture_classifier.ts,artifacts/models/effie/cross-session-cv/finetune-all/2026-07-09__seed-unknown/fold_session_004/gesture_classifier.ts,torchscript-model,effie,gesture-classification,finetune-all,cross-session-cv,2026-07-09,unknown,8f181ad4a986f7caac8a50350847cd111e99e8ba778bf3812815e19e253f46e4,classified-proposed,date derived from filesystem modification time; needs review
apps/desktop/models/effie_cross_session_cv_v2_continue/fold_session_004/gesture_labels.json,artifacts/models/effie/cross-session-cv/finetune-all/2026-07-09__seed-unknown/fold_session_004/gesture_labels.json,json-metadata,effie,gesture-classification,finetune-all,cross-session-cv,2026-07-09,unknown,eff5e7e5e1995d20839cc4d8aa09b79e2fa0ec3e8e8fc3c199c2c7b9fa70e681,classified-proposed,date derived from filesystem modification time; needs review
apps/desktop/models/effie_cross_session_cv_v2_continue/fold_session_004/model_info.json,artifacts/models/effie/cross-session-cv/finetune-all/2026-07-09__seed-unknown/fold_session_004/model_info.json,json-metadata,effie,gesture-classification,finetune-all,cross-session-cv,2026-07-09,unknown,537a038903cf95448fef7eb5d5759f87edffead14fb9856d021ee47b7a1eae4a,classified-proposed,date derived from filesystem modification time; needs review
apps/desktop/models/effie_cross_session_cv_v2_continue/fold_session_004/normalization.json,artifacts/models/effie/cross-session-cv/finetune-all/2026-07-09__seed-unknown/fold_session_004/normalization.json,json-metadata,effie,gesture-classification,finetune-all,cross-session-cv,2026-07-09,unknown,2d92ae7231a8c165326e394ff25474cb328ae9776a81e036bbdd3816c98cb321,classified-proposed,date derived from filesystem modification time; needs review
apps/desktop/models/effie_cross_session_cv_v2_continue/fold_session_004/train_report.json,artifacts/models/effie/cross-session-cv/finetune-all/2026-07-09__seed-unknown/fold_session_004/train_report.json,json-report,effie,gesture-classification,finetune-all,cross-session-cv,2026-07-09,unknown,582d55556aad24245b33b368da131f63d485b4e13cce3b04db18f99e878119f0,classified-proposed,date derived from filesystem modification time; needs review
apps/desktop/models/effie_cross_session_cv_v2_continue/fold_session_005/confusion_matrix.csv,artifacts/models/effie/cross-session-cv/finetune-all/2026-07-09__seed-unknown/fold_session_005/confusion_matrix.csv,csv-artifact,effie,gesture-classification,finetune-all,cross-session-cv,2026-07-09,unknown,c3b51da932c5fc3687beefc13965cda1c9f193932399962ca618da8ad64275fc,classified-proposed,date derived from filesystem modification time; needs review
apps/desktop/models/effie_cross_session_cv_v2_continue/fold_session_005/gesture_classifier.pt,artifacts/models/effie/cross-session-cv/finetune-all/2026-07-09__seed-unknown/fold_session_005/gesture_classifier.pt,pytorch-model,effie,gesture-classification,finetune-all,cross-session-cv,2026-07-09,unknown,3616e45d1cf93be16097588fe69901351cbd9a4cf35e9ace8ef02977376b32e6,classified-proposed,date derived from filesystem modification time; needs review
apps/desktop/models/effie_cross_session_cv_v2_continue/fold_session_005/gesture_classifier.ts,artifacts/models/effie/cross-session-cv/finetune-all/2026-07-09__seed-unknown/fold_session_005/gesture_classifier.ts,torchscript-model,effie,gesture-classification,finetune-all,cross-session-cv,2026-07-09,unknown,fe8741a584d48730b9042c61c1782db2c885df2107d7e12d32f98a1af67b3c6a,classified-proposed,date derived from filesystem modification time; needs review
apps/desktop/models/effie_cross_session_cv_v2_continue/fold_session_005/gesture_labels.json,artifacts/models/effie/cross-session-cv/finetune-all/2026-07-09__seed-unknown/fold_session_005/gesture_labels.json,json-metadata,effie,gesture-classification,finetune-all,cross-session-cv,2026-07-09,unknown,eff5e7e5e1995d20839cc4d8aa09b79e2fa0ec3e8e8fc3c199c2c7b9fa70e681,classified-proposed,date derived from filesystem modification time; needs review
apps/desktop/models/effie_cross_session_cv_v2_continue/fold_session_005/model_info.json,artifacts/models/effie/cross-session-cv/finetune-all/2026-07-09__seed-unknown/fold_session_005/model_info.json,json-metadata,effie,gesture-classification,finetune-all,cross-session-cv,2026-07-09,unknown,537a038903cf95448fef7eb5d5759f87edffead14fb9856d021ee47b7a1eae4a,classified-proposed,date derived from filesystem modification time; needs review
apps/desktop/models/effie_cross_session_cv_v2_continue/fold_session_005/normalization.json,artifacts/models/effie/cross-session-cv/finetune-all/2026-07-09__seed-unknown/fold_session_005/normalization.json,json-metadata,effie,gesture-classification,finetune-all,cross-session-cv,2026-07-09,unknown,f7e00c45918ce7430c380c65c30e58d4cd7a51c7aeb97c11b5cd7ada2348dfac,classified-proposed,date derived from filesystem modification time; needs review
apps/desktop/models/effie_cross_session_cv_v2_continue/fold_session_005/train_report.json,artifacts/models/effie/cross-session-cv/finetune-all/2026-07-09__seed-unknown/fold_session_005/train_report.json,json-report,effie,gesture-classification,finetune-all,cross-session-cv,2026-07-09,unknown,d97df4992e11938e724bda3fd2c6a0e669f2961dba2e2f32df30d2cece45be67,classified-proposed,date derived from filesystem modification time; needs review
apps/desktop/models/effie_cross_session_cv_v2_continue/fold_session_009/confusion_matrix.csv,artifacts/models/effie/cross-session-cv/finetune-all/2026-07-09__seed-unknown/fold_session_009/confusion_matrix.csv,csv-artifact,effie,gesture-classification,finetune-all,cross-session-cv,2026-07-09,unknown,17618147ff4628c24e2a665316566a084358d29eb3551bbf373830e5ffd47362,classified-proposed,date derived from filesystem modification time; needs review
apps/desktop/models/effie_cross_session_cv_v2_continue/fold_session_009/gesture_classifier.pt,artifacts/models/effie/cross-session-cv/finetune-all/2026-07-09__seed-unknown/fold_session_009/gesture_classifier.pt,pytorch-model,effie,gesture-classification,finetune-all,cross-session-cv,2026-07-09,unknown,9fb1c6adc28532b53e0edcedc57cff034fe6808ddde26b4af09c1e86aae8a1c0,classified-proposed,date derived from filesystem modification time; needs review
apps/desktop/models/effie_cross_session_cv_v2_continue/fold_session_009/gesture_classifier.ts,artifacts/models/effie/cross-session-cv/finetune-all/2026-07-09__seed-unknown/fold_session_009/gesture_classifier.ts,torchscript-model,effie,gesture-classification,finetune-all,cross-session-cv,2026-07-09,unknown,54b580dd8506f7d5ff4ca786ff92b8d2ef6d0128c6c29497db6850f48e960868,classified-proposed,date derived from filesystem modification time; needs review
apps/desktop/models/effie_cross_session_cv_v2_continue/fold_session_009/gesture_labels.json,artifacts/models/effie/cross-session-cv/finetune-all/2026-07-09__seed-unknown/fold_session_009/gesture_labels.json,json-metadata,effie,gesture-classification,finetune-all,cross-session-cv,2026-07-09,unknown,eff5e7e5e1995d20839cc4d8aa09b79e2fa0ec3e8e8fc3c199c2c7b9fa70e681,classified-proposed,date derived from filesystem modification time; needs review
apps/desktop/models/effie_cross_session_cv_v2_continue/fold_session_009/model_info.json,artifacts/models/effie/cross-session-cv/finetune-all/2026-07-09__seed-unknown/fold_session_009/model_info.json,json-metadata,effie,gesture-classification,finetune-all,cross-session-cv,2026-07-09,unknown,537a038903cf95448fef7eb5d5759f87edffead14fb9856d021ee47b7a1eae4a,classified-proposed,date derived from filesystem modification time; needs review
apps/desktop/models/effie_cross_session_cv_v2_continue/fold_session_009/normalization.json,artifacts/models/effie/cross-session-cv/finetune-all/2026-07-09__seed-unknown/fold_session_009/normalization.json,json-metadata,effie,gesture-classification,finetune-all,cross-session-cv,2026-07-09,unknown,f0a66cf4eaa7a1f53758c08df49201d05feeac4950b17d9ac48554f162d77893,classified-proposed,date derived from filesystem modification time; needs review
apps/desktop/models/effie_cross_session_cv_v2_continue/fold_session_009/train_report.json,artifacts/models/effie/cross-session-cv/finetune-all/2026-07-09__seed-unknown/fold_session_009/train_report.json,json-report,effie,gesture-classification,finetune-all,cross-session-cv,2026-07-09,unknown,a7d6f67828642912adeded881b4d90cc820e94d6d05d44c3d34171ff94a961e8,classified-proposed,date derived from filesystem modification time; needs review
apps/desktop/models/effie_cross_session_cv_v2_continue/fold_session_011/confusion_matrix.csv,artifacts/models/effie/cross-session-cv/finetune-all/2026-07-09__seed-unknown/fold_session_011/confusion_matrix.csv,csv-artifact,effie,gesture-classification,finetune-all,cross-session-cv,2026-07-09,unknown,a5545ce86db5457ef33967937dcd5e781d25b661ab3c100345ea8a806c4b1cb2,classified-proposed,date derived from filesystem modification time; needs review
apps/desktop/models/effie_cross_session_cv_v2_continue/fold_session_011/gesture_classifier.pt,artifacts/models/effie/cross-session-cv/finetune-all/2026-07-09__seed-unknown/fold_session_011/gesture_classifier.pt,pytorch-model,effie,gesture-classification,finetune-all,cross-session-cv,2026-07-09,unknown,de51444083e05ec9ac229354bc30bb43119e8c8825d85c3ab45229ad919c2779,classified-proposed,date derived from filesystem modification time; needs review
apps/desktop/models/effie_cross_session_cv_v2_continue/fold_session_011/gesture_classifier.ts,artifacts/models/effie/cross-session-cv/finetune-all/2026-07-09__seed-unknown/fold_session_011/gesture_classifier.ts,torchscript-model,effie,gesture-classification,finetune-all,cross-session-cv,2026-07-09,unknown,bf528d417218c1315171e54a4df7fef05451e9f4764e84b93e895e424bf84023,classified-proposed,date derived from filesystem modification time; needs review
apps/desktop/models/effie_cross_session_cv_v2_continue/fold_session_011/gesture_labels.json,artifacts/models/effie/cross-session-cv/finetune-all/2026-07-09__seed-unknown/fold_session_011/gesture_labels.json,json-metadata,effie,gesture-classification,finetune-all,cross-session-cv,2026-07-09,unknown,eff5e7e5e1995d20839cc4d8aa09b79e2fa0ec3e8e8fc3c199c2c7b9fa70e681,classified-proposed,date derived from filesystem modification time; needs review
apps/desktop/models/effie_cross_session_cv_v2_continue/fold_session_011/model_info.json,artifacts/models/effie/cross-session-cv/finetune-all/2026-07-09__seed-unknown/fold_session_011/model_info.json,json-metadata,effie,gesture-classification,finetune-all,cross-session-cv,2026-07-09,unknown,537a038903cf95448fef7eb5d5759f87edffead14fb9856d021ee47b7a1eae4a,classified-proposed,date derived from filesystem modification time; needs review
apps/desktop/models/effie_cross_session_cv_v2_continue/fold_session_011/normalization.json,artifacts/models/effie/cross-session-cv/finetune-all/2026-07-09__seed-unknown/fold_session_011/normalization.json,json-metadata,effie,gesture-classification,finetune-all,cross-session-cv,2026-07-09,unknown,89724ab88ec33f9d355495da81bbceccf83ccfd004cb5547377188d81cdea242,classified-proposed,date derived from filesystem modification time; needs review
apps/desktop/models/effie_cross_session_cv_v2_continue/fold_session_011/train_report.json,artifacts/models/effie/cross-session-cv/finetune-all/2026-07-09__seed-unknown/fold_session_011/train_report.json,json-report,effie,gesture-classification,finetune-all,cross-session-cv,2026-07-09,unknown,e1330061cf791fd57143024cc826f8c77ab6cc92ecad0e244ea39b176a4a3750,classified-proposed,date derived from filesystem modification time; needs review
apps/desktop/models/effie_cross_session_cv_v2_continue/fold_session_012/confusion_matrix.csv,artifacts/models/effie/cross-session-cv/finetune-all/2026-07-09__seed-unknown/fold_session_012/confusion_matrix.csv,csv-artifact,effie,gesture-classification,finetune-all,cross-session-cv,2026-07-09,unknown,a025355278805460481cf3658af4f21885170bd58483159642666436bd605629,classified-proposed,date derived from filesystem modification time; needs review
apps/desktop/models/effie_cross_session_cv_v2_continue/fold_session_012/gesture_classifier.pt,artifacts/models/effie/cross-session-cv/finetune-all/2026-07-09__seed-unknown/fold_session_012/gesture_classifier.pt,pytorch-model,effie,gesture-classification,finetune-all,cross-session-cv,2026-07-09,unknown,fb3f7af49ce94aa3ce74c9f373ef5c5549d1b006eb6697d71ef3fb16c4eed18c,classified-proposed,date derived from filesystem modification time; needs review
apps/desktop/models/effie_cross_session_cv_v2_continue/fold_session_012/gesture_classifier.ts,artifacts/models/effie/cross-session-cv/finetune-all/2026-07-09__seed-unknown/fold_session_012/gesture_classifier.ts,torchscript-model,effie,gesture-classification,finetune-all,cross-session-cv,2026-07-09,unknown,9161ef154aa97010746c2c51f3e9948d031e6dd3bcdc61df0e6e996d2a98be2a,classified-proposed,date derived from filesystem modification time; needs review
apps/desktop/models/effie_cross_session_cv_v2_continue/fold_session_012/gesture_labels.json,artifacts/models/effie/cross-session-cv/finetune-all/2026-07-09__seed-unknown/fold_session_012/gesture_labels.json,json-metadata,effie,gesture-classification,finetune-all,cross-session-cv,2026-07-09,unknown,eff5e7e5e1995d20839cc4d8aa09b79e2fa0ec3e8e8fc3c199c2c7b9fa70e681,classified-proposed,date derived from filesystem modification time; needs review
apps/desktop/models/effie_cross_session_cv_v2_continue/fold_session_012/model_info.json,artifacts/models/effie/cross-session-cv/finetune-all/2026-07-09__seed-unknown/fold_session_012/model_info.json,json-metadata,effie,gesture-classification,finetune-all,cross-session-cv,2026-07-09,unknown,537a038903cf95448fef7eb5d5759f87edffead14fb9856d021ee47b7a1eae4a,classified-proposed,date derived from filesystem modification time; needs review
apps/desktop/models/effie_cross_session_cv_v2_continue/fold_session_012/normalization.json,artifacts/models/effie/cross-session-cv/finetune-all/2026-07-09__seed-unknown/fold_session_012/normalization.json,json-metadata,effie,gesture-classification,finetune-all,cross-session-cv,2026-07-09,unknown,bfeb48e8269753de42c31783c64026ea768b14d9077394ebfdcff78b3146495d,classified-proposed,date derived from filesystem modification time; needs review
apps/desktop/models/effie_cross_session_cv_v2_continue/fold_session_012/train_report.json,artifacts/models/effie/cross-session-cv/finetune-all/2026-07-09__seed-unknown/fold_session_012/train_report.json,json-report,effie,gesture-classification,finetune-all,cross-session-cv,2026-07-09,unknown,fbb43bc2ab926c717b5389a417c204bf6d9abb13110831c4f179cb0f472fb71a,classified-proposed,date derived from filesystem modification time; needs review
apps/desktop/models/effie_cross_session_cv_v2_continue/fold_session_013/confusion_matrix.csv,artifacts/models/effie/cross-session-cv/finetune-all/2026-07-09__seed-unknown/fold_session_013/confusion_matrix.csv,csv-artifact,effie,gesture-classification,finetune-all,cross-session-cv,2026-07-09,unknown,5f80be6a6a544effc6b483d7529ef9dad80c409ec3a6aeaa0eb5b1a60008bc13,classified-proposed,date derived from filesystem modification time; needs review
apps/desktop/models/effie_cross_session_cv_v2_continue/fold_session_013/gesture_classifier.pt,artifacts/duplicate-review/effie_cross_session_cv_v2_continue/fold_session_013/gesture_classifier.pt,pytorch-model,effie,gesture-classification,finetune-all,cross-session-cv,2026-07-09,unknown,8d3ea43135771d78c1639ad580e8156d38141d0ab56e7901a34c1ea6149f5520,suspected-duplicate,date derived from filesystem modification time; needs review; same SHA-256 as: apps/desktop/models/effie_cross_session_cv_v2_continue/fold_session_013/gesture_classifier.pt | apps/desktop/models/effie_real_full_v2_continue_session/gesture_classifier.pt; proposed duplicate-review hold; do not delete
